title,url,category,filetype,slide_count,publishing_consultancy,description
"Impact of Robotic Process Automation (RPA)",https://flevy.com/browse/flevypro/impact-of-robotic-process-automation-rpa-3980,"Consulting Framework",PowerPoint,21,"LearnPPT Consulting","Explore the impact of RPA on workplace dynamics, crafted by ex-McKinsey & Big 4 consultants. Essential insights for executives navigating digital transformation."
"Virtual Teams: Challenges & Benefits",https://flevy.com/browse/flevypro/virtual-teams-challenges-and-benefits-4013,"Consulting Framework",PowerPoint,26,"LearnPPT Consulting","Explore effective strategies for managing Virtual Teams in this PPT by ex-McKinsey and Big 4 consultants. Enhance productivity and tackle key challenges."
"RACI Charting & Analysis",https://flevy.com/browse/flevypro/raci-charting-and-analysis-3474,"Consulting Framework",PowerPoint,24,"LearnPPT Consulting","Enhance accountability with this RACI Charting & Analysis PPT, crafted by ex-McKinsey & Big 4 consultants. Streamline roles, responsibilities, and project management."
"Omni-channel Customer Journey Design",https://flevy.com/browse/flevypro/omni-channel-customer-journey-design-3984,"Consulting Framework",PowerPoint,22,"LearnPPT Consulting","Explore a 5-phase Omni-channel Customer Journey Design framework by ex-McKinsey & Big 4 consultants. Enhance CX & engagement in the digital era."
"Fundamentals of Proposal Writing",https://flevy.com/browse/flevypro/fundamentals-of-proposal-writing-5462,"Consulting Framework",PowerPoint,22,"LearnPPT Consulting","Master proposal writing with insights from ex-McKinsey & Big 4 consultants. Explore key sections, templates, and strategies for success in competitive bids."
"Influence Model for Change",https://flevy.com/browse/flevypro/influence-model-for-change-3658,"Consulting Framework",PowerPoint,23,"LearnPPT Consulting","Explore the Influence Model for Change, crafted by ex-McKinsey & Big 4 consultants. This PPT outlines key actions for effective transformation management."
"Initial Meeting Sales Presentation",https://flevy.com/browse/marketplace/initial-meeting-sales-presentation-81,"Consulting Framework",PowerPoint,18,kgoldin,"Initial Meeting Sales Presentation template for consultants. Created by industry experts, it offers a structured approach to client assessments and next steps."
"Banking Transformation: Process Excellence",https://flevy.com/browse/flevypro/banking-transformation-process-excellence-3145,"Consulting Framework",PowerPoint,25,"LearnPPT Consulting","Explore a comprehensive PPT on Banking Transformation by ex-McKinsey & Big 4 consultants, detailing 6 key Process Strategies for success."
"DICE Hard Change Factors",https://flevy.com/browse/flevypro/dice-hard-change-factors-2656,"Consulting Framework",PowerPoint,12,"PPT Lab","Explore the DICE Hard Change Factors framework, crafted by ex-BCG consultants, to enhance your change management strategy with data-driven insights."
"Knowledge Management (KM) Strategy",https://flevy.com/browse/flevypro/knowledge-management-km-strategy-3801,"Consulting Framework",PowerPoint,22,"LearnPPT Consulting","Explore a robust KM Strategy developed by ex-McKinsey & Big 4 consultants. Enhance competitiveness with actionable frameworks and templates."
"Strategic Decision Making",https://flevy.com/browse/flevypro/strategic-decision-making-4011,"Consulting Framework",PowerPoint,30,"LearnPPT Consulting","Explore the Mediating Assessments Protocol (MAP) for strategic decision-making, crafted by ex-McKinsey & Big 4 consultants. Enhance judgment quality with proven frameworks."
"Strategic Priorities Identification & Analysis",https://flevy.com/browse/flevypro/strategic-priorities-identification-and-analysis-6308,"Consulting Framework",PowerPoint,32,"LearnPPT Consulting","Explore a strategic framework by ex-McKinsey & Big 4 consultants for identifying and analyzing organizational priorities. Enhance clarity and execution."
"Business Case Prioritization Guide",https://flevy.com/browse/marketplace/business-case-prioritization-guide-3767,"Consulting Framework",PowerPoint,14,"Corporate Finance 101","Enhance project success with our Business Case Prioritization Guide, crafted by industry experts. Master opportunity alignment and resource optimization."
"Profitability and Cost Structure Analysis: Internal Data Analysis Frameworks",https://flevy.com/browse/flevypro/profitability-and-cost-structure-analysis-internal-data-analysis-frameworks-1704,"Consulting Framework",PowerPoint,17,"LearnPPT Consulting","Explore our PPT on Profitability & Cost Structure Analysis, crafted by ex-McKinsey & Big 4 consultants. Master internal data frameworks for strategic insights."
"Purchasing Chessboard",https://flevy.com/browse/flevypro/purchasing-chessboard-3045,"Consulting Framework",PowerPoint,24,"LearnPPT Consulting","Explore the Purchasing Chessboard framework, crafted by ex-McKinsey & Big 4 consultants, to enhance procurement strategies and drive value."
"Developing Consulting Project Proposals",https://flevy.com/browse/marketplace/developing-consulting-project-proposals-1216,"Consulting Framework",PowerPoint,22,"Process Consulting","Master consulting project proposals with this expert guide by seasoned consultants. Learn to craft compelling value propositions and navigate RFPs effectively."
"Scenario Planning for Consultants",https://flevy.com/browse/flevypro/scenario-planning-for-consultants-3498,"Consulting Framework",PowerPoint,22,"LearnPPT Consulting","Explore Scenario Planning for Consultants, crafted by ex-McKinsey and Big 4 experts. Master the 6-phase approach to enhance strategic resilience."
"The Strategic Functional Organization",https://flevy.com/browse/flevypro/the-strategic-functional-organization-3710,"Consulting Framework",PowerPoint,28,"LearnPPT Consulting","Explore the Strategic Functional Organization framework by ex-McKinsey and Big 4 consultants. Enhance operational excellence and strategic alignment for leaders."
"Prompt Engineering Strategies",https://flevy.com/browse/flevypro/prompt-engineering-strategies-7767,"Consulting Framework",PowerPoint,26,"LearnPPT Consulting","Explore 5 Prompt Engineering Strategies by ex-McKinsey & Big 4 consultants to enhance AI interactions and optimize outputs in your business."
"7 Principles of Business Process Reengineering (BPR)",https://flevy.com/browse/flevypro/7-principles-of-business-process-reengineering-bpr-5203,"Consulting Framework",PowerPoint,22,"LearnPPT Consulting","Explore the 7 Principles of Business Process Reengineering, crafted by ex-McKinsey & Big 4 consultants, to transform workflows and enhance competitiveness."
"Presentation Development Primer &#40;Storyboarding, Slide Design&#41;",https://flevy.com/browse/marketplace/presentation-development-primer-storyboarding-slide-design-324,"Consulting Framework",PowerPoint,28,"PPT Lab","We are a firm of ex-consultants from McKinsey, E&Y, and Bearing Point specializing in designing consulting presentations. Learn exactly how strategy consultants craft and design presentations, from storyboarding to slide/graph/chart design."
"Strategy Consulting Compendium",https://flevy.com/browse/marketplace/strategy-consulting-compendium-8584,"Consulting Framework",PowerPoint,93,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Strategy Management Initiatives."
"Value-driven Business Process Management (VBPM)",https://flevy.com/browse/flevypro/value-driven-business-process-management-vbpm-3139,"Consulting Framework",PowerPoint,20,"LearnPPT Consulting","Explore Value-driven BPM (VBPM) by ex-McKinsey & Big 4 consultants. Enhance strategic alignment with practical insights and templates for effective process management."
"Integrated Real Estate Strategy",https://flevy.com/browse/flevypro/integrated-real-estate-strategy-3743,"Consulting Framework",PowerPoint,24,"LearnPPT Consulting","Explore an integrated Real Estate Strategy developed by ex-McKinsey & Big 4 consultants. Optimize asset management amidst retail disruption."
"Capability Development",https://flevy.com/browse/flevypro/capability-development-3351,"Consulting Framework",PowerPoint,21,"LearnPPT Consulting","Explore the C4P framework for sustainable capability development, crafted by ex-McKinsey and Big 4 consultants. Enhance performance with proven strategies."
"Key Performance Indicators &#40;KPIs&#41; | IT Functions",https://flevy.com/browse/marketplace/key-performance-indicators-kpis-it-functions-8024,"Consulting Framework",PowerPoint,116,"ILMAM - Strategy & Management Consulting","MBB/Big 4 style presentation that provides a collection of 100+ Key Performance Indicators &#40;KPIs&#41; related to the Information Technology functions."
"Competitive Comparison Analysis",https://flevy.com/browse/marketplace/competitive-comparison-analysis-74,"Consulting Framework",PowerPoint,26,"LearnPPT Consulting","This presentation is created by former McKinsey, BCG, Deloitte, EY, and Capgemini consultants. It teaches a practical consulting framework actively used by tier-1 consulting firms."
"M&A Growth Strategy: Pre-deal Preparation",https://flevy.com/browse/flevypro/manda-growth-strategy-pre-deal-preparation-5680,"Consulting Framework",PowerPoint,21,"LearnPPT Consulting","Explore the M&A Growth Strategy: Pre-deal Preparation PPT, crafted by ex-McKinsey & Big 4 consultants. Enhance your M&A success with structured frameworks and templates."
"AI Readiness, Implementation and Strategic Execution - ARISE",https://flevy.com/browse/marketplace/ai-readiness-implementation-and-strategic-execution-arise-9756,"Consulting Framework",PowerPoint,71,"KR Consulting","Ex-Deloitte Consultant | Advisor to FTSE 100 Company I  20+ Years experience  I  Led major digital transformation programs  I  Helping leaders build future-ready organisations with proven frameworks"
"Risk Management: Cybersecurity Strategy",https://flevy.com/browse/flevypro/risk-management-cybersecurity-strategy-3132,"Consulting Framework",PowerPoint,23,"LearnPPT Consulting","Explore a comprehensive PPT on Cybersecurity Strategy by an ex-McKinsey consultant. Strengthen your IT risk management with actionable insights and best practices."
"Digital Maturity Model and Assessment",https://flevy.com/browse/marketplace/digital-maturity-model-and-assessment-8030,"Consulting Framework",PowerPoint,32,"LearnPPT Consulting","This framework is created by former McKinsey, BCG, Deloitte, EY, and Capgemini consultants. It provides a Digital Maturity Model with an accompanying 101 question Digital Maturity Assessment."
"Sales Excellence - Diagnostic Tool",https://flevy.com/browse/marketplace/sales-excellence-diagnostic-tool-2877,"Consulting Framework",PowerPoint,15,"P-Square Partners","Enhance your sales strategy with this diagnostic tool, crafted by industry experts. Assess performance across key dimensions to drive revenue growth."
"Corporate Social Responsibility (CSR) Opportunities",https://flevy.com/browse/flevypro/corporate-social-responsibility-csr-opportunities-3940,"Consulting Framework",PowerPoint,21,"LearnPPT Consulting","Explore CSR opportunities with insights from ex-McKinsey & Big 4 consultants. This PPT offers strategic frameworks, evaluation metrics, and templates for impactful initiatives."
"Semiconductor Value Chain",https://flevy.com/browse/marketplace/semiconductor-value-chain-8676,"Consulting Framework",PowerPoint,37,"LearnPPT Consulting","This framework is created by former McKinsey, BCG, Deloitte, EY, and Capgemini consultants and provides actionable insights for Semiconductor Industry Value Chain Analysis."
"Supply Chain Strategy and Performance Management",https://flevy.com/browse/marketplace/supply-chain-strategy-and-performance-management-7750,"Consulting Framework",PowerPoint,83,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Supply Chain Initiatives."
"Strategic Pricing Framework and Tactics",https://flevy.com/browse/marketplace/strategic-pricing-framework-and-tactics-1211,"Consulting Framework",PowerPoint,56,STRATICX,"Explore a comprehensive Strategic Pricing Framework by ex-McKinsey consultants, detailing pricing strategies, elasticity, and competitive tactics for sustainable profitability."
"Process Communication Model &#40;PCM&#41;: Personality Types",https://flevy.com/browse/flevypro/process-communication-model-pcm-personality-types-5642,"Consulting Framework",PowerPoint,23,"LearnPPT Consulting","Explore the Process Communication Model (PCM) by ex-McKinsey consultants. Understand 6 personality types to enhance communication and resolve conflicts effectively."
"4 Areas of Strategic Governance for New Board Members",https://flevy.com/browse/flevypro/4-areas-of-strategic-governance-for-new-board-members-3783,"Consulting Framework",PowerPoint,24,"LearnPPT Consulting","Explore strategic governance with insights from ex-McKinsey & Big 4 consultants. This PPT outlines 4 key areas and 12 critical questions for new Directors."
"Post-merger Integration &#40;PMI&#41;: Target Operating Model &#40;TOM&#41;",https://flevy.com/browse/flevypro/post-merger-integration-pmi-target-operating-model-tom-7875,"Consulting Framework",PowerPoint,38,"LearnPPT Consulting","Explore a comprehensive PMI Target Operating Model framework developed by ex-McKinsey and Big 4 consultants. Optimize post-merger operations and achieve synergies."
"Lean Warehousing Transformation",https://flevy.com/browse/flevypro/lean-warehousing-transformation-4056,"Consulting Framework",PowerPoint,27,"LearnPPT Consulting","Transform your warehousing with insights from ex-McKinsey and Big 4 consultants. Explore Lean methodologies for cost reduction, quality, and service excellence."
"Capabilities-driven Growth Strategy",https://flevy.com/browse/flevypro/capabilities-driven-growth-strategy-6653,"Consulting Framework",PowerPoint,27,"LearnPPT Consulting","Explore a Capabilities-driven Growth Strategy (CDS) framework by ex-McKinsey & Big 4 consultants. Gain insights on sustainable growth, market opportunities, and capability development."
"Pharmaceuticals Value Chain",https://flevy.com/browse/marketplace/pharmaceuticals-value-chain-8615,"Consulting Framework",PowerPoint,25,"LearnPPT Consulting","This framework is created by former McKinsey, BCG, Deloitte, EY, and Capgemini consultants  and provides actionable insights for Pharma Industry Value Chain Analysis."
"KPI Compilation: 400+ Customer Service KPIs",https://flevy.com/browse/marketplace/kpi-compilation-400-customer-service-kpis-7880,"Consulting Framework",PowerPoint,97,"LearnPPT Consulting","This collection of Customer Service KPIs is compiled by former McKinsey, BCG, Deloitte, EY, and Capgemini consultants based on best practices in Customer Service Excellence."
"Consulting Workshop Series: Scenario Planning",https://flevy.com/browse/flevypro/consulting-workshop-series-scenario-planning-3934,"Consulting Framework",PowerPoint,34,"LearnPPT Consulting","Explore this Scenario Planning PPT by ex-McKinsey and Big 4 consultants. Master a structured approach to navigate uncertainty and enhance strategic decision-making."
"Matrix Organization: Balance of Power",https://flevy.com/browse/flevypro/matrix-organization-balance-of-power-3477,"Consulting Framework",PowerPoint,27,"LearnPPT Consulting","Explore the intricacies of Matrix Organizations with insights on power dynamics from an ex-McKinsey consultant. Optimize efficiency and collaboration with practical templates."
"M&A - Fit for Growth",https://flevy.com/browse/flevypro/manda-fit-for-growth-3157,"Consulting Framework",PowerPoint,21,"LearnPPT Consulting","Explore the Fit for Growth framework, crafted by ex-McKinsey and Big 4 consultants, to align costs with strategy in M&A for sustainable growth."
"FAST Method to Goal Setting",https://flevy.com/browse/flevypro/fast-method-to-goal-setting-3647,"Consulting Framework",PowerPoint,19,"LearnPPT Consulting","Discover the FAST Method to Goal Setting, crafted by ex-McKinsey and Big 4 consultants. Enhance strategy execution with ambitious, transparent goals."
"Customer-centric Organization: Core Capabilities (Part I)",https://flevy.com/browse/flevypro/customer-centric-organization-core-capabilities-part-i-3961,"Consulting Framework",PowerPoint,24,"LearnPPT Consulting","Explore a framework by ex-McKinsey & Big 4 consultants on achieving customer-centricity. Discover core capabilities for navigating digital disruption and enhancing loyalty."
"Cybersecurity Value Chain",https://flevy.com/browse/marketplace/cybersecurity-value-chain-9130,"Consulting Framework",PowerPoint,30,"LearnPPT Consulting","This framework is created by former McKinsey, BCG, Deloitte, EY, and Capgemini consultants and provides actionable insights for Cybersecurity Value Chain Analysis."
"Cost-to-Serve &#40;CTS&#41; Analysis",https://flevy.com/browse/flevypro/cost-to-serve-cts-analysis-5395,"Consulting Framework",PowerPoint,25,"LearnPPT Consulting","Explore the Cost-to-Serve (CTS) Analysis framework by ex-McKinsey & Big 4 consultants. Optimize supply chain costs and enhance profitability."
"Knowledge Management Primer",https://flevy.com/browse/flevypro/knowledge-management-primer-3797,"Consulting Framework",PowerPoint,26,"LearnPPT Consulting","Explore this Knowledge Management Primer (PPT) by an ex-McKinsey consultant, detailing KM strategies, tools, and frameworks for competitive advantage."
"Post-merger Integration (PMI): Revenue Synergies",https://flevy.com/browse/flevypro/post-merger-integration-pmi-revenue-synergies-3953,"Consulting Framework",PowerPoint,27,"LearnPPT Consulting","Explore a comprehensive guide on capturing Revenue Synergies in Post-merger Integration (PMI), crafted by ex-McKinsey & Big 4 consultants."
"Pricing Strategy Workshop",https://flevy.com/browse/marketplace/pricing-strategy-workshop-764,"Consulting Framework",PowerPoint,133,"Documents & Files","Enhance your pricing strategy with this comprehensive workshop presentation, crafted by industry experts. Covers OEM, distributor, and bundle pricing frameworks."
"World Class Planning & Performance Management",https://flevy.com/browse/marketplace/world-class-planning-and-performance-management-742,"Consulting Framework",PowerPoint,43,"Documents & Files","Explore world-class planning & performance management strategies in this expert PPT by a seasoned consultant. Enhance accountability & KPI alignment for success."
"Cybersecurity Primer",https://flevy.com/browse/flevypro/cybersecurity-primer-3053,"Consulting Framework",PowerPoint,16,"LearnPPT Consulting","Explore our Cybersecurity Primer, crafted by ex-McKinsey and Big 4 consultants. Understand key trends, strategic principles, and management insights for robust cybersecurity."
"Electrical Vehicle &#40;EV&#41; Ecosystem Value Chain",https://flevy.com/browse/marketplace/electrical-vehicle-ev-ecosystem-value-chain-8713,"Consulting Framework",PowerPoint,33,"LearnPPT Consulting","This framework is created by former McKinsey, BCG, Deloitte, EY, and Capgemini consultants and provides actionable insights for EV Ecosystem Industry Value Chain Analysis."
"Platform Business Models",https://flevy.com/browse/flevypro/platform-business-models-5647,"Consulting Framework",PowerPoint,31,"LearnPPT Consulting","Explore platform business models with insights from ex-McKinsey & Big 4 consultants. Analyze Integrator, Product, and MSP strategies for digital transformation."
"4 Stages of Disruption",https://flevy.com/browse/flevypro/4-stages-of-disruption-5265,"Consulting Framework",PowerPoint,27,"LearnPPT Consulting","Explore the 4 Stages of Disruption framework by ex-McKinsey consultants. Gain insights into market evolution, strategic decision-making, and innovation dynamics."
"Management Consulting Problem Solving Process &#40;Arabic&#41;",https://flevy.com/browse/flevypro/management-consulting-problem-solving-process-arabic-6687,"Consulting Framework",PowerPoint,20,"Flevy Arabia","Explore a 6-step analytical problem-solving framework by ex-McKinsey & Big 4 consultants, tailored for strategic challenges in management consulting."
"Aon Hewitt Employee Engagement Model",https://flevy.com/browse/flevypro/aon-hewitt-employee-engagement-model-2677,"Consulting Framework",PowerPoint,21,"PPT Lab","Explore the Aon Hewitt Employee Engagement Model, crafted by ex-McKinsey and Big 4 consultants, to enhance HR strategy and drive business outcomes."
"Experience Economy",https://flevy.com/browse/flevypro/experience-economy-8086,"Consulting Framework",PowerPoint,34,"LearnPPT Consulting","Explore the Experience Economy framework by ex-McKinsey consultants. Understand its 4 realms and design principles for crafting memorable customer interactions."
"Corporate Performance Measurement",https://flevy.com/browse/marketplace/corporate-performance-measurement-696,"Consulting Framework",PowerPoint,106,"Documents & Files","Explore a comprehensive framework for corporate performance measurement, authored by industry experts. Dive into Economic Profit, MVA, and CFROI for actionable insights."
"Supply Chain Cost Reduction: Warehousing",https://flevy.com/browse/flevypro/supply-chain-cost-reduction-warehousing-5475,"Consulting Framework",PowerPoint,33,"LearnPPT Consulting","Enhance your supply chain efficiency with this PPT by ex-McKinsey and Big 4 consultants. Explore Lean Six Sigma strategies for warehousing cost reduction."
"Workshop Facilitation Techniques (Volume 2)",https://flevy.com/browse/flevypro/workshop-facilitation-techniques-volume-2-3849,"Consulting Framework",PowerPoint,27,"LearnPPT Consulting","Explore advanced Workshop Facilitation Techniques developed by ex-McKinsey and Big 4 consultants. Enhance engagement and drive results in strategic sessions."
"Creating Value Propositions",https://flevy.com/browse/flevypro/creating-value-propositions-1709,"Consulting Framework",PowerPoint,14,"LearnPPT Consulting","Explore a structured framework for crafting compelling value propositions, developed by ex-McKinsey and Big 4 consultants. Ideal for strategic decision-makers."
"BIZBOK Business Architecture Framework",https://flevy.com/browse/flevypro/bizbok-business-architecture-framework-2699,"Consulting Framework",PowerPoint,23,"PPT Lab","Explore the BIZBOK Business Architecture Framework, crafted by ex-McKinsey and Big 4 consultants. Align strategy with execution using proven templates and insights."
"Introduction to Market Analysis",https://flevy.com/browse/marketplace/introduction-to-market-analysis-1590,"Consulting Framework",PowerPoint,36,"LearnPPT Consulting","This deck is created by ex-McKinsey, BCG, Deloitte, EY, and Capgemini consultants. Explains a framework used by global strategy consulting firms for Market Analysis. Also discusses Porter's Five Forces and Value Chain Analysis."
"Multisided Platform &#40;MSP&#41; Strategy",https://flevy.com/browse/flevypro/multisided-platform-msp-strategy-5567,"Consulting Framework",PowerPoint,34,"PPT Lab","Explore a comprehensive MSP Strategy framework by ex-McKinsey & Big 4 consultants. Master critical decisions for platform success in the Digital Age."
"Products to Platforms Transformation",https://flevy.com/browse/flevypro/products-to-platforms-transformation-5191,"Consulting Framework",PowerPoint,22,"LearnPPT Consulting","Explore a strategic 4-phase framework for transforming from products to platforms, crafted by ex-McKinsey and Big 4 consultants. Enhance your business model today."
"Key Performance Indicator (KPI) Strategies: Part 1",https://flevy.com/browse/flevypro/key-performance-indicator-kpi-strategies-part-1-4005,"Consulting Framework",PowerPoint,22,"LearnPPT Consulting","Explore advanced KPI strategies developed by ex-McKinsey & Big 4 consultants. Enhance alignment, drive growth, and leverage data for success."
"Logistics and Transportation Value Chain",https://flevy.com/browse/marketplace/logistics-and-transportation-value-chain-8733,"Consulting Framework",PowerPoint,31,"LearnPPT Consulting","This framework is created by former McKinsey, BCG, Deloitte, EY, and Capgemini consultants and provides actionable insights for Logistics and Transportation Industry Value Chain Analysis."
"Quantifying the Size and Growth of a Market",https://flevy.com/browse/flevypro/quantifying-the-size-and-growth-of-a-market-1697,"Consulting Framework",PowerPoint,16,"LearnPPT Consulting","Explore advanced market sizing techniques in this PPT by ex-McKinsey and Big 4 consultants. Gain insights on methodologies, CAGR, and data validation."
"Customer Experience Transformation: Customer Care",https://flevy.com/browse/flevypro/customer-experience-transformation-customer-care-3241,"Consulting Framework",PowerPoint,22,"LearnPPT Consulting","Explore a comprehensive PPT on Customer Experience Transformation, crafted by ex-McKinsey and Big 4 consultants. Gain insights on optimizing Customer Journeys and enhancing Customer Care."
"Guide to Delivering Best-in-Class Customer Care",https://flevy.com/browse/marketplace/guide-to-delivering-best-in-class-customer-care-2883,"Consulting Framework",PowerPoint,78,"P-Square Partners","Discover best practices for world-class customer care in this expert guide by an ex-McKinsey consultant. Optimize costs, enhance metrics, and boost efficiency."
"Enterprise Asset Management (EAM) Implementation",https://flevy.com/browse/flevypro/enterprise-asset-management-eam-implementation-3769,"Consulting Framework",PowerPoint,27,"LearnPPT Consulting","Explore a comprehensive EAM Implementation framework by ex-McKinsey & Big 4 consultants. Enhance operational efficiency, data management, and supply chain integration."
"15 Elements of Digital Capabilities",https://flevy.com/browse/flevypro/15-elements-of-digital-capabilities-5656,"Consulting Framework",PowerPoint,30,"LearnPPT Consulting","Explore a framework by ex-McKinsey & Big 4 consultants detailing 15 essential elements of Digital Capabilities for effective transformation and competitive advantage."
"Distinctive Capabilities Framework",https://flevy.com/browse/flevypro/distinctive-capabilities-framework-2657,"Consulting Framework",PowerPoint,17,"PPT Lab","Explore the Distinctive Capabilities Framework by ex-McKinsey consultants. Uncover key insights on Architecture, Reputation, and Innovation for sustainable competitive advantage."
"Scenario Planning: Oxford Approach",https://flevy.com/browse/flevypro/scenario-planning-oxford-approach-6216,"Consulting Framework",PowerPoint,28,"LearnPPT Consulting","Explore the Oxford Approach to Scenario Planning, crafted by ex-McKinsey and Big 4 consultants. Enhance strategic foresight with case studies and templates."
"Critical Baselines for Effective Strategic Planning",https://flevy.com/browse/marketplace/critical-baselines-for-effective-strategic-planning-1118,"Consulting Framework",PowerPoint,29,"Echelon Associates","This presentation is created by an expert in Strategic Planning, having been involved in the planning sessions of 3M, Gillette, Rubbermaid, Zenith, Sunbeam, and 100s of others. He's been working in Strategic Planning since the 60s."
"Performance-driven Culture",https://flevy.com/browse/flevypro/performance-driven-culture-6401,"Consulting Framework",PowerPoint,26,"LearnPPT Consulting","Explore a Performance-driven Culture framework by ex-McKinsey & Big 4 consultants. Discover key behaviors to enhance employee engagement and drive lasting change."
"Analyzing the Competitive Position of a Company",https://flevy.com/browse/flevypro/analyzing-the-competitive-position-of-a-company-1699,"Consulting Framework",PowerPoint,18,"LearnPPT Consulting","Enhance your competitive analysis with this PPT by ex-McKinsey & Big 4 consultants. Explore frameworks like profiling, ratio analysis, and matrices."
"Analyzing the Competitive Landscape",https://flevy.com/browse/flevypro/analyzing-the-competitive-landscape-1698,"Consulting Framework",PowerPoint,33,"LearnPPT Consulting","Explore competitive analysis frameworks from ex-McKinsey & Big 4 consultants. Master Porter's Five Forces, lifecycle stages, and critical success factors."
"Adaptive Leadership Team Development",https://flevy.com/browse/flevypro/adaptive-leadership-team-development-3349,"Consulting Framework",PowerPoint,24,"LearnPPT Consulting","Explore Adaptive Leadership Team Development, crafted by ex-McKinsey and Big 4 consultants. Enhance your team's adaptability with proven frameworks and insights."
"Cost Drivers Analysis",https://flevy.com/browse/marketplace/cost-drivers-analysis-76,"Consulting Framework",PowerPoint,18,"LearnPPT Consulting","This presentation is created by former McKinsey, BCG, Deloitte, EY, and Capgemini consultants. It explains the approach to Cost Drivers Analysis utilized by global strategy consulting firms."
"Marketing Organization 2.0",https://flevy.com/browse/flevypro/marketing-organization-2-0-2935,"Consulting Framework",PowerPoint,21,"LearnPPT Consulting","Explore the Marketing Organization 2.0 framework by ex-McKinsey and Big 4 consultants. Enhance agility with structural changes and strategic insights for modern marketing."
"E-Commerce Value Chain",https://flevy.com/browse/marketplace/e-commerce-value-chain-8677,"Consulting Framework",PowerPoint,33,"LearnPPT Consulting","This framework is created by former McKinsey, BCG, Deloitte, EY, and Capgemini consultants and provides actionable insights for E-Commerce Industry Value Chain Analysis."
"Agile Product Development Playbook for Executive Leadership",https://flevy.com/browse/marketplace/agile-product-development-playbook-for-executive-leadership-7848,"Consulting Framework",PowerPoint,53,WallStBizStrategist,"Explore the Agile Product Development Playbook for Executive Leadership, crafted by industry experts. Enhance your team's agility with proven frameworks and methodologies."
"Guide to Competitive Assessment",https://flevy.com/browse/marketplace/guide-to-competitive-assessment-760,"Consulting Framework",PowerPoint,122,"Documents & Files","Developed by industry experts, this PPT guide offers a structured methodology for comprehensive competitive assessment across key business areas."
"Artificial Intelligence (AI): Deep Learning",https://flevy.com/browse/flevypro/artificial-intelligence-ai-deep-learning-3250,"Consulting Framework",PowerPoint,20,"LearnPPT Consulting","Explore Deep Learning's impact on AI with insights from ex-McKinsey & Big 4 consultants. Essential PPT for executives on CNNs & RNNs."
"Data Gathering and Analysis",https://flevy.com/browse/flevypro/data-gathering-and-analysis-1692,"Consulting Framework",PowerPoint,26,"LearnPPT Consulting","Explore a 7-phase framework for data gathering and analysis, crafted by ex-McKinsey and Big 4 consultants, to enhance hypothesis-driven decision-making."
"Common Strategy Consulting Frameworks",https://flevy.com/browse/marketplace/common-strategy-consulting-frameworks-84,"Consulting Framework",PowerPoint,19,kgoldin,"Explore essential Strategy and Management Consulting Frameworks in this PPT, crafted by industry experts. Enhance your strategic analysis and client solutions."
"Business Wind Down Checklist",https://flevy.com/browse/flevypro/business-wind-down-checklist-8309,"Consulting Framework",PowerPoint,35,"LearnPPT Consulting","Developed by ex-McKinsey & Big 4 consultants, this PPT offers essential checklists for a compliant business wind down, covering HR, operations, and risk management."
"Sustainability-based Management Primer",https://flevy.com/browse/flevypro/sustainability-based-management-primer-5109,"Consulting Framework",PowerPoint,23,"LearnPPT Consulting","Explore our Sustainability-Based Management Primer, crafted by ex-McKinsey and Big 4 consultants. Gain insights on integrating sustainability for enhanced performance."
"Human Resources &#40;HR&#41; Ecosystem",https://flevy.com/browse/flevypro/human-resources-hr-ecosystem-5484,"Consulting Framework",PowerPoint,25,"LearnPPT Consulting","Explore the HR Ecosystem framework developed by ex-McKinsey & Big 4 consultants. Understand 10 key elements across 4 levels to enhance HR strategies."
"Enterprise Cost Reduction Approach",https://flevy.com/browse/marketplace/enterprise-cost-reduction-approach-704,"Consulting Framework",PowerPoint,36,"Documents & Files","Explore a comprehensive guide on Enterprise Cost Reduction (ECR) strategies, crafted by industry experts. Optimize controllable expenses with data-driven insights and actionable tools."
"Re-engagement after Restructuring",https://flevy.com/browse/flevypro/re-engagement-after-restructuring-5451,"Consulting Framework",PowerPoint,23,"LearnPPT Consulting","Explore a comprehensive framework for employee re-engagement post-restructuring, crafted by ex-McKinsey and Big 4 consultants. Enhance morale and productivity."
"5 Elements of a Problem Statement",https://flevy.com/browse/flevypro/5-elements-of-a-problem-statement-6185,"Consulting Framework",PowerPoint,30,"LearnPPT Consulting","Explore the 5 essential elements of a Problem Statement, crafted by ex-McKinsey & Big 4 consultants, to enhance strategic problem-solving in your organization."
"Progress Report Primer",https://flevy.com/browse/marketplace/progress-report-primer-168,"Consulting Framework",PowerPoint,31,"Clarity First ","McKinsey 3 years on staff, 15 years freelance trainer & coach | Barbara Minto Approved | BCG training designer | Coaches at FX10 and ASX 10 | Startup founder | Author | C-suite Coach."
"Removing Organizational Silos",https://flevy.com/browse/flevypro/removing-organizational-silos-3861,"Consulting Framework",PowerPoint,23,"LearnPPT Consulting","Explore effective strategies to dismantle organizational silos for successful transformation. Created by ex-McKinsey consultants, this PPT offers actionable insights and templates."
